Temperature (°C),Humidity (%),Moisture (%),Soil Type,Crop Type,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),pH,Rainfall (mm),Pest Level,Recommended Fertilizer,Dosage (kg/acre),Apply_After_Days,Expected Yield (q/ha)
23.0,88,44,Black,Rice,93,35,41,7.3,182,Medium,NPK,49.9,9,84.8
36.2,89,56,Loamy,Groundnut,68,23,65,5.9,194,High,MOP,53.6,10,86.5
20.1,90,29,Loamy,Sugarcane,153,71,39,7.1,337,Medium,Urea,77.7,33,113.8
28.1,64,60,Black,Tomato,142,20,63,7.8,99,Medium,NPK,50.7,24,81.0
26.0,71,51,Sandy,Pulses,74,28,97,6.1,122,Low,DAP,45.2,10,108.5
32.5,51,40,Loamy,Soybean,93,40,59,7.7,209,Medium,Potash,42.3,9,75.0
22.3,75,61,Red,Cotton,84,26,76,7.5,221,Low,Potash,33.7,31,74.8
22.9,75,45,Clayey,Wheat,64,33,55,5.6,303,Low,DAP,62.0,15,82.9
24.2,70,41,Loamy,Soybean,130,40,38,7.1,330,High,Potash,50.9,14,70.6
30.4,63,30,Clayey,Pulses,117,39,71,6.4,51,Medium,DAP,49.7,15,89.6
33.6,87,54,Sandy,Wheat,86,30,92,6.1,197,Low,Urea,78.7,12,75.0
26.6,63,67,Loamy,Soybean,93,70,99,5.7,97,Medium,Potash,30.3,7,85.2
31.4,70,63,Red,Groundnut,134,80,88,7.3,136,High,Urea,77.6,16,73.8
30.9,54,56,Loamy,Wheat,76,37,97,6.5,205,High,DAP,69.5,14,83.4
32.5,38,57,Black,Pulses,151,72,60,7.4,277,Medium,10-26-26,46.5,10,85.7
36.6,55,44,Black,Tomato,68,79,51,5.4,197,Medium,NPK,62.0,28,97.3
32.7,40,28,Red,Rice,103,52,51,5.3,108,High,Urea,76.9,14,76.6
23.1,77,69,Clayey,Maize,69,56,85,7.3,339,Medium,10-26-26,46.7,18,96.2
38.0,51,24,Clayey,Wheat,94,57,75,7.3,329,Low,DAP,64.6,20,85.4
36.2,88,69,Sandy,Tomato,132,42,32,8.0,216,Medium,NPK,61.4,23,92.8
37.2,48,21,Clayey,Sugarcane,94,61,55,7.4,288,Medium,Urea,86.2,30,83.5
34.4,53,58,Black,Rice,143,36,32,7.4,115,Medium,NPK,53.4,11,77.5
23.6,53,44,Red,Cotton,147,47,44,6.5,327,Medium,Potash,45.0,22,80.1
23.8,57,53,Black,Groundnut,120,34,36,8.0,130,Medium,DAP,51.2,16,103.0
32.1,56,20,Loamy,Wheat,56,72,44,6.0,342,Medium,DAP,85.5,19,108.4
26.2,85,64,Red,Maize,107,22,97,6.2,130,Low,DAP,45.2,11,88.9
38.0,72,34,Loamy,Rice,150,30,41,6.1,274,Medium,Urea,88.4,12,79.3
34.9,39,56,Black,Cotton,93,76,87,7.4,349,Medium,Potash,47.6,21,93.0
25.6,71,65,Black,Wheat,77,80,82,6.5,56,Low,DAP,39.0,10,105.5
22.7,82,56,Clayey,Cotton,86,62,53,5.8,190,Low,NPK,40.7,35,93.2
22.5,53,34,Loamy,Soybean,64,26,41,6.2,287,Medium,Potash,42.0,13,86.6
27.3,45,36,Sandy,Wheat,93,40,48,5.6,126,Medium,Urea,61.9,12,95.6
29.7,73,21,Black,Rice,96,34,71,5.8,106,Low,NPK,39.7,13,81.8
28.7,75,67,Sandy,Rice,107,54,60,6.8,260,Low,DAP,55.1,20,85.2
27.0,48,31,Sandy,Wheat,73,80,30,7.2,337,Low,Urea,92.6,7,74.3
34.6,70,39,Loamy,Soybean,116,64,43,7.5,335,High,Potash,49.2,7,72.8
27.1,72,57,Black,Wheat,117,60,76,7.0,185,High,DAP,65.5,19,79.2
22.4,87,44,Clayey,Rice,113,64,63,6.2,326,High,Urea,83.6,20,78.9
32.0,84,33,Loamy,Cotton,52,67,65,7.4,167,Low,NPK,50.6,23,83.7
23.6,64,42,Loamy,Maize,146,56,99,6.0,277,Medium,NPK,53.5,15,90.9
26.5,46,31,Black,Sugarcane,116,77,52,5.6,290,Low,Urea,66.9,26,83.0
26.1,84,70,Red,Pulses,106,30,42,6.3,79,Low,MOP,29.3,13,75.1
20.7,46,38,Loamy,Tomato,69,61,76,5.9,109,High,10-26-26,36.5,22,72.3
29.4,55,24,Clayey,Soybean,114,47,51,6.0,100,Low,MOP,31.9,16,79.5
33.0,68,32,Black,Groundnut,93,45,83,6.6,177,High,DAP,71.8,18,77.0
36.4,48,49,Sandy,Groundnut,90,28,71,7.9,322,Medium,MOP,55.4,12,79.6
21.6,69,41,Black,Cotton,87,21,84,5.8,258,Medium,Potash,42.7,33,77.7
28.3,52,28,Loamy,Groundnut,97,62,97,7.8,284,Low,MOP,41.8,7,117.7
33.7,85,68,Loamy,Pulses,126,38,99,6.9,339,Low,14-35-14,49.8,15,112.3
36.0,75,48,Clayey,Groundnut,147,26,97,8.0,82,Medium,14-35-14,40.4,15,78.5
37.3,57,26,Clayey,Sugarcane,73,40,91,6.1,313,Medium,Urea,89.2,21,97.5
20.1,46,37,Clayey,Cotton,60,71,91,7.4,128,Low,NPK,40.0,26,99.6
24.9,67,69,Clayey,Wheat,68,41,62,5.2,229,Medium,DAP,67.7,12,104.9
35.0,76,27,Clayey,Pulses,66,56,49,6.2,215,High,DAP,78.7,20,81.2
21.3,41,62,Clayey,Maize,155,55,76,6.6,291,Medium,10-26-26,41.0,10,105.1
28.5,69,62,Black,Tomato,147,25,78,7.5,190,Medium,NPK,47.6,23,97.7
36.8,83,23,Loamy,Sugarcane,88,24,61,5.5,145,Medium,Urea,76.5,31,82.5
34.7,89,37,Clayey,Tomato,150,65,73,5.4,281,Medium,Potash,41.3,32,114.7
29.9,81,69,Loamy,Sugarcane,83,63,62,7.2,349,Low,Urea,85.7,29,104.2
20.5,46,63,Black,Pulses,113,44,62,7.7,199,Low,10-26-26,37.8,10,101.2
29.2,35,44,Red,Maize,105,57,84,6.4,153,Low,DAP,46.3,20,75.8
35.2,73,27,Black,Pulses,79,39,48,6.7,69,High,10-26-26,44.1,7,84.9
32.8,85,39,Red,Wheat,71,51,75,7.8,321,Low,NPK,57.1,13,101.1
28.4,73,58,Sandy,Maize,136,24,68,7.6,237,Low,NPK,51.9,14,77.0
35.5,83,43,Black,Cotton,58,34,48,7.1,121,Medium,Potash,39.2,26,91.1
33.2,77,43,Red,Groundnut,66,77,49,6.5,246,Low,Urea,79.2,11,103.9
23.8,56,43,Red,Tomato,62,70,39,7.4,68,Low,NPK,41.9,24,81.9
27.3,49,26,Clayey,Soybean,68,42,55,5.3,264,Medium,MOP,42.2,12,94.5
29.1,90,32,Loamy,Wheat,102,35,42,5.7,78,Low,DAP,48.5,11,91.5
31.4,58,48,Black,Sugarcane,83,54,89,6.6,201,Low,Urea,66.1,29,87.7
24.3,66,26,Clayey,Soybean,84,41,69,7.1,214,Low,MOP,32.7,9,80.6
32.5,68,28,Loamy,Cotton,123,50,75,7.1,131,Medium,NPK,49.8,32,89.2
35.7,74,44,Clayey,Wheat,94,40,41,6.5,343,Low,DAP,74.3,12,107.2
20.1,60,35,Clayey,Tomato,79,47,57,6.6,313,High,Potash,50.7,23,62.3
33.4,36,50,Black,Soybean,96,25,63,6.5,205,High,MOP,53.1,17,65.2
33.8,86,32,Loamy,Wheat,148,62,39,6.2,247,Medium,DAP,61.4,18,94.7
32.6,72,24,Sandy,Pulses,92,40,79,7.1,93,Low,DAP,49.2,9,86.4
30.7,66,57,Loamy,Tomato,152,30,71,8.0,281,Low,10-26-26,44.1,24,84.4
33.6,90,48,Loamy,Tomato,67,53,79,7.9,69,High,10-26-26,44.2,32,71.0
26.2,63,64,Loamy,Sugarcane,128,57,55,7.7,182,Low,Urea,56.3,35,105.7
29.5,89,33,Red,Sugarcane,78,75,63,5.9,316,Low,10-26-26,49.4,23,77.3
37.8,78,53,Clayey,Maize,106,61,46,8.2,197,High,10-26-26,53.5,8,73.2
27.1,69,60,Sandy,Wheat,74,20,79,7.1,171,Medium,Urea,78.1,18,92.0
26.8,52,33,Loamy,Rice,160,69,32,6.2,323,Low,Urea,80.5,12,77.9
26.3,70,59,Sandy,Rice,148,74,98,7.4,81,Medium,DAP,42.5,17,112.9
36.1,82,56,Red,Cotton,158,68,90,5.3,61,Low,Potash,24.4,26,91.5
34.0,53,67,Black,Pulses,55,40,56,5.5,330,High,10-26-26,70.4,16,73.8
35.3,50,43,Black,Sugarcane,154,71,93,7.8,349,Medium,Urea,89.1,25,103.8
22.5,89,23,Sandy,Tomato,61,29,49,6.4,197,Medium,NPK,50.8,32,98.2
23.0,88,24,Red,Wheat,100,71,65,7.9,196,Medium,NPK,43.7,10,95.0
23.7,55,70,Loamy,Rice,96,42,54,5.5,240,Medium,Urea,69.4,19,99.1
36.7,63,35,Loamy,Groundnut,65,23,92,7.3,206,Medium,MOP,51.0,7,96.9
33.1,50,56,Clayey,Cotton,67,69,46,8.0,99,Medium,NPK,48.3,23,82.1
26.7,72,52,Clayey,Cotton,66,38,32,6.3,234,High,NPK,66.7,21,79.2
26.2,80,55,Clayey,Cotton,160,22,49,7.9,253,Low,NPK,55.5,30,95.0
36.4,66,46,Clayey,Pulses,131,46,30,6.2,236,Medium,DAP,72.2,12,99.0
31.3,90,58,Black,Tomato,144,68,54,7.3,164,Low,NPK,43.9,20,79.2
25.0,68,63,Black,Soybean,157,33,64,8.2,172,Medium,MOP,38.0,7,92.2
22.7,87,49,Black,Soybean,109,35,50,7.8,262,High,MOP,44.3,11,86.3
33.1,62,49,Sandy,Soybean,53,22,31,6.9,97,High,14-35-14,60.9,10,58.4
29.0,55,22,Sandy,Wheat,90,25,30,7.8,283,Medium,Urea,92.2,14,94.6
29.0,72,53,Sandy,Pulses,131,49,58,8.1,123,Medium,DAP,48.6,13,77.7
37.7,79,68,Clayey,Soybean,158,47,75,5.5,70,Medium,MOP,34.6,9,79.1
22.8,87,28,Loamy,Soybean,105,45,80,6.3,105,Medium,Potash,30.6,14,115.1
36.6,67,36,Red,Cotton,133,22,79,6.7,101,Medium,Potash,38.0,35,83.2
25.8,42,56,Black,Rice,66,44,41,5.7,190,Low,NPK,54.8,15,92.8
32.9,73,26,Clayey,Maize,147,29,88,7.7,227,High,10-26-26,55.5,13,95.1
26.5,81,49,Sandy,Sugarcane,59,70,100,7.4,316,Low,Urea,76.1,20,79.1
24.6,56,36,Red,Groundnut,122,45,93,5.9,72,Medium,Urea,59.0,12,80.7
24.9,68,68,Loamy,Cotton,136,24,59,7.3,314,Low,NPK,62.3,34,96.1
26.5,61,35,Black,Maize,110,32,64,7.8,188,Medium,Urea,65.0,15,101.9
25.0,39,44,Loamy,Maize,136,47,35,7.2,310,Medium,NPK,67.8,10,84.4
32.1,79,55,Loamy,Groundnut,132,24,86,7.7,191,High,MOP,42.8,9,90.5
31.1,59,55,Clayey,Sugarcane,58,37,42,5.8,295,Medium,Urea,90.5,35,94.6
26.4,52,43,Clayey,Rice,51,63,86,5.9,315,Medium,Urea,79.8,14,79.1
23.5,78,34,Clayey,Maize,77,58,51,5.7,328,Low,10-26-26,49.2,10,106.2
33.2,74,67,Loamy,Rice,142,59,87,5.5,107,High,Urea,68.2,10,92.1
22.0,53,44,Loamy,Wheat,149,33,100,6.8,257,Medium,DAP,65.4,9,98.9
20.3,49,69,Sandy,Soybean,125,40,67,6.7,146,Low,14-35-14,34.5,15,80.8
35.5,42,29,Loamy,Soybean,63,23,62,6.5,336,High,Potash,53.2,15,65.6
25.7,86,58,Red,Soybean,156,75,53,6.1,77,High,14-35-14,38.6,16,88.3
36.8,39,62,Red,Cotton,60,33,57,5.4,124,Medium,Potash,41.5,34,72.6
25.2,68,53,Sandy,Cotton,57,80,37,7.0,276,Low,Potash,39.5,32,107.8
32.6,57,51,Red,Tomato,104,37,81,7.8,345,High,NPK,80.8,25,77.3
35.0,52,52,Black,Tomato,99,33,68,5.8,347,Low,NPK,65.5,33,89.6
33.2,78,20,Loamy,Maize,61,54,44,6.3,303,Medium,NPK,71.5,16,101.2
35.6,42,47,Black,Pulses,151,31,39,6.9,74,Medium,10-26-26,38.0,10,82.2
25.9,50,63,Red,Rice,78,75,85,6.6,242,Medium,Urea,71.8,14,114.5
37.2,37,70,Black,Soybean,147,70,40,6.4,319,Medium,MOP,50.9,15,88.4
24.9,58,46,Sandy,Tomato,52,26,60,6.1,115,High,NPK,50.8,35,59.6
32.1,90,56,Black,Sugarcane,90,45,96,6.8,251,High,Urea,89.4,33,83.5
27.5,38,68,Red,Tomato,156,29,42,5.7,132,High,NPK,53.7,34,67.9
27.9,62,20,Clayey,Tomato,146,25,68,7.9,282,Medium,Potash,40.2,31,111.8
22.6,78,45,Red,Pulses,72,40,48,6.2,201,Low,MOP,39.7,11,82.8
37.0,61,41,Loamy,Maize,140,58,82,7.7,286,Medium,NPK,60.4,17,106.7
20.3,45,50,Loamy,Groundnut,52,61,31,6.9,260,High,MOP,47.7,12,61.6
36.9,40,48,Clayey,Maize,54,68,73,6.8,313,Medium,10-26-26,52.6,9,79.6
22.8,90,66,Sandy,Tomato,76,73,59,6.1,321,High,NPK,69.0,23,89.0
21.2,43,55,Red,Wheat,107,55,47,6.8,210,High,NPK,55.4,10,68.5
24.7,43,26,Clayey,Wheat,147,70,32,7.9,232,High,DAP,66.6,12,70.6
25.2,50,40,Sandy,Cotton,138,27,67,5.8,314,High,Potash,51.7,35,93.4
21.2,58,43,Red,Groundnut,97,41,54,6.6,55,Medium,Urea,55.7,11,93.4
21.3,90,65,Sandy,Soybean,89,56,49,7.8,105,High,14-35-14,39.3,13,78.4
23.7,70,41,Red,Wheat,73,37,97,6.2,208,High,NPK,55.4,14,75.7
24.3,78,41,Clayey,Cotton,108,68,39,6.4,256,High,NPK,66.1,28,82.0
30.5,68,64,Sandy,Sugarcane,154,30,98,6.5,337,Low,Urea,74.2,23,112.3
21.2,77,21,Loamy,Rice,126,43,61,7.8,342,Medium,Urea,75.7,18,85.3
28.7,52,47,Loamy,Tomato,88,73,49,5.8,288,High,10-26-26,55.7,35,76.8
36.5,67,26,Clayey,Rice,57,48,47,7.8,194,Medium,Urea,81.3,15,96.2
36.6,75,34,Sandy,Cotton,141,66,30,6.7,245,High,Potash,50.3,35,80.6
34.6,47,31,Clayey,Sugarcane,153,58,35,6.5,231,Medium,Urea,73.6,22,93.5
24.8,69,47,Black,Wheat,77,22,91,5.3,286,Medium,DAP,64.0,17,99.6
36.5,90,45,Red,Rice,126,39,71,5.2,325,Medium,Urea,81.4,10,112.5
21.1,78,59,Clayey,Rice,108,56,94,5.5,287,High,Urea,83.9,17,79.0
35.2,78,24,Black,Pulses,97,31,78,6.8,121,High,10-26-26,42.6,14,73.0
24.7,87,29,Sandy,Sugarcane,105,43,46,5.5,302,Medium,Urea,80.0,27,76.0
36.7,80,69,Loamy,Soybean,89,65,30,6.1,297,Medium,Potash,48.0,19,91.3
21.4,88,44,Clayey,Rice,84,68,43,8.1,230,Medium,Urea,72.3,19,81.3
23.5,35,22,Sandy,Cotton,71,34,70,5.5,326,High,Potash,53.1,26,77.9
32.3,88,45,Black,Cotton,71,44,81,6.4,156,Medium,Potash,35.7,35,106.2
26.1,68,46,Black,Tomato,126,26,83,6.5,228,Medium,NPK,55.4,20,93.1
25.9,56,53,Black,Cotton,160,66,85,7.9,328,Medium,Potash,43.4,31,82.0
31.3,59,67,Black,Sugarcane,68,58,55,6.5,199,Low,Urea,63.5,34,88.1
25.8,47,64,Loamy,Pulses,135,26,41,5.4,338,Medium,14-35-14,56.1,15,64.6
32.9,49,24,Black,Soybean,66,40,95,6.8,238,High,MOP,54.8,19,65.6
26.2,72,66,Black,Wheat,110,27,84,5.8,252,Low,DAP,61.8,17,87.6
29.3,50,24,Red,Soybean,102,46,81,7.1,328,High,14-35-14,57.2,9,88.9
30.3,40,28,Sandy,Rice,92,75,45,7.1,167,Medium,DAP,62.2,18,78.8
26.9,74,50,Red,Groundnut,59,35,93,6.2,279,High,Urea,92.7,8,69.8
33.0,73,54,Black,Cotton,89,24,76,7.1,244,Medium,Potash,46.7,27,98.1
21.3,76,38,Black,Wheat,52,77,97,5.5,63,Low,DAP,41.8,12,100.9
35.0,54,30,Black,Maize,76,76,100,8.0,269,Low,Urea,81.8,7,107.8
31.7,64,41,Loamy,Sugarcane,141,72,36,5.5,161,Low,Urea,67.8,27,80.9
23.0,87,29,Sandy,Soybean,144,41,60,6.7,130,Low,14-35-14,38.8,20,86.9
29.2,49,58,Clayey,Rice,125,34,31,5.6,50,Low,Urea,56.2,15,72.0
27.4,35,24,Black,Cotton,80,40,95,8.0,223,Medium,Potash,36.1,24,71.4
25.7,37,59,Loamy,Cotton,71,77,30,6.9,182,Low,NPK,49.8,24,91.6
20.8,89,37,Red,Cotton,95,46,32,6.5,303,Medium,Potash,45.1,27,90.1
29.8,59,60,Sandy,Soybean,154,25,46,7.6,339,Low,14-35-14,55.6,10,76.9
30.9,61,61,Black,Soybean,113,24,35,6.1,157,Medium,MOP,43.1,14,94.2
25.0,49,36,Sandy,Wheat,84,73,32,7.8,108,High,Urea,79.1,15,61.0
37.0,38,60,Black,Pulses,99,34,64,8.1,196,Low,10-26-26,41.0,8,85.7
31.6,66,22,Sandy,Tomato,119,22,52,6.9,192,High,NPK,70.2,30,72.8
34.2,77,21,Black,Rice,54,36,61,7.2,344,Low,NPK,65.2,10,106.0
25.1,66,43,Loamy,Cotton,153,46,86,7.3,213,Medium,NPK,51.6,35,82.5
30.3,76,70,Clayey,Tomato,73,51,97,6.5,58,High,Potash,35.3,21,90.2
29.2,37,33,Clayey,Pulses,160,29,40,7.4,73,Medium,DAP,50.6,12,71.9
20.4,40,47,Clayey,Maize,53,52,39,7.5,80,Low,10-26-26,31.8,12,91.3
27.4,41,34,Red,Groundnut,121,33,59,5.6,112,Medium,Urea,69.5,13,97.7
30.8,42,43,Red,Rice,74,31,85,6.3,176,Low,Urea,74.8,20,74.1
30.6,64,27,Sandy,Wheat,122,28,37,6.8,104,High,Urea,71.8,13,66.2
32.6,60,27,Loamy,Pulses,89,26,68,7.2,90,Medium,14-35-14,41.4,20,79.4
32.1,58,64,Red,Tomato,69,73,60,5.4,87,High,NPK,56.7,20,76.0
33.7,68,25,Red,Rice,62,68,99,5.5,200,Low,Urea,62.4,15,89.9
37.6,60,66,Loamy,Cotton,69,76,43,6.1,235,Low,NPK,57.7,27,97.5
28.8,36,33,Loamy,Maize,148,54,46,5.3,300,High,NPK,65.2,17,82.4
28.2,39,31,Sandy,Maize,140,27,77,7.0,81,High,NPK,52.9,12,75.0
20.8,87,69,Sandy,Wheat,128,48,37,7.9,98,High,Urea,63.1,15,62.7
22.3,49,48,Sandy,Rice,78,61,91,6.8,269,Medium,DAP,65.8,11,98.7
24.6,78,43,Black,Groundnut,78,70,98,6.3,207,Low,DAP,52.3,15,93.6
30.5,57,43,Clayey,Maize,133,31,99,5.6,193,High,10-26-26,52.0,8,88.4
21.7,87,32,Loamy,Wheat,110,55,42,8.2,269,Low,DAP,52.7,8,110.2
25.1,57,45,Red,Maize,114,62,82,8.1,128,Low,DAP,46.0,11,110.0
21.6,39,69,Loamy,Cotton,75,77,31,5.9,234,High,NPK,65.5,31,72.1
21.8,45,65,Black,Groundnut,81,58,46,5.2,332,High,DAP,84.4,20,64.8
23.0,40,36,Black,Cotton,134,75,66,5.9,157,High,Potash,35.8,23,84.5
36.5,57,42,Black,Pulses,81,74,38,5.4,176,High,10-26-26,52.3,16,92.1
20.2,85,39,Black,Rice,117,24,32,5.9,275,Low,NPK,53.6,13,83.4
30.5,70,60,Red,Maize,101,55,73,6.0,140,Low,DAP,46.7,16,110.1
34.2,63,70,Red,Wheat,88,79,39,5.6,112,Low,NPK,49.3,11,92.5
20.8,67,51,Black,Tomato,152,28,47,5.6,217,Medium,NPK,51.3,24,98.0
23.0,67,46,Sandy,Rice,128,64,76,7.7,169,Medium,DAP,54.2,7,80.2
37.3,58,59,Clayey,Rice,119,25,31,6.7,226,High,Urea,98.2,19,74.9
34.6,62,62,Loamy,Groundnut,103,55,61,6.0,153,Low,MOP,34.9,7,110.3
37.7,67,23,Clayey,Maize,131,23,92,6.3,260,High,10-26-26,52.7,13,68.3
34.4,86,57,Red,Soybean,101,55,61,5.6,287,High,14-35-14,64.4,9,67.5
37.1,54,36,Sandy,Sugarcane,152,77,56,6.8,344,Medium,Urea,84.6,25,103.9
35.7,76,55,Black,Groundnut,103,59,58,6.5,204,High,DAP,66.7,9,88.4
37.1,62,69,Loamy,Pulses,112,67,37,6.5,290,Medium,14-35-14,59.3,10,89.9
22.3,56,65,Loamy,Cotton,112,34,86,5.6,219,Medium,NPK,50.2,35,77.4
29.7,83,65,Sandy,Pulses,96,37,64,5.7,214,Low,DAP,52.8,17,89.4
25.3,40,48,Black,Maize,58,49,72,8.1,213,Medium,Urea,67.8,12,80.9
30.4,50,21,Sandy,Soybean,78,76,79,7.0,104,High,14-35-14,45.9,15,84.7
26.7,51,58,Red,Wheat,74,61,31,6.2,250,High,NPK,67.4,9,79.4
30.3,54,24,Sandy,Tomato,66,40,69,6.8,71,Medium,NPK,43.3,34,84.1
34.0,66,42,Loamy,Sugarcane,115,30,52,7.5,57,Medium,Urea,61.7,24,81.8
20.7,82,25,Black,Sugarcane,147,56,96,8.2,328,High,Urea,85.2,25,95.3
24.1,74,33,Loamy,Rice,160,33,55,7.1,154,Low,Urea,62.4,11,104.3
28.2,49,50,Loamy,Groundnut,126,55,68,7.4,301,Medium,MOP,42.8,11,92.4
22.9,70,55,Black,Maize,157,59,49,6.3,249,Medium,Urea,77.9,18,103.8
34.4,63,70,Loamy,Tomato,141,50,78,5.2,134,High,10-26-26,45.5,33,79.7
21.9,72,27,Red,Sugarcane,157,30,69,6.9,78,High,10-26-26,39.6,35,85.1
33.5,70,39,Loamy,Groundnut,91,68,94,8.1,111,High,MOP,40.4,9,98.0
29.9,63,20,Sandy,Tomato,115,61,32,7.1,209,Low,NPK,45.2,30,96.6
35.5,45,26,Black,Groundnut,156,50,60,5.8,170,High,DAP,61.5,14,71.8
30.6,48,44,Loamy,Sugarcane,91,57,51,7.6,176,Low,Urea,67.9,26,86.5
21.6,78,33,Sandy,Wheat,111,50,97,7.0,54,Medium,Urea,50.6,9,108.3
32.6,54,67,Red,Pulses,96,58,94,6.6,337,Medium,MOP,45.9,9,82.0
30.5,48,59,Sandy,Cotton,72,69,96,6.1,348,High,Potash,50.6,27,58.9
22.4,65,33,Red,Pulses,117,22,97,5.6,124,High,MOP,38.3,11,83.9
23.8,44,64,Red,Soybean,96,74,61,5.8,64,Medium,14-35-14,36.1,9,72.3
22.7,51,40,Sandy,Soybean,103,54,94,6.1,204,Low,14-35-14,38.7,10,84.0
37.9,66,50,Black,Cotton,130,30,40,7.5,136,High,Potash,43.1,29,73.1
20.6,38,58,Black,Rice,66,21,51,6.5,291,Low,NPK,52.5,11,70.8
30.9,89,23,Loamy,Cotton,61,38,86,5.8,271,Low,NPK,54.4,30,74.0
25.0,65,27,Clayey,Rice,92,32,54,7.8,123,High,Urea,81.7,19,89.2
37.9,44,52,Black,Wheat,89,63,59,8.1,174,Medium,DAP,66.7,14,77.0
33.8,51,44,Clayey,Pulses,91,58,89,6.3,331,High,DAP,79.3,7,79.7
24.8,53,57,Clayey,Groundnut,75,57,58,5.9,109,Low,14-35-14,33.2,17,79.3
29.1,75,61,Clayey,Wheat,122,37,86,6.3,260,High,DAP,76.9,7,72.5
27.7,76,67,Loamy,Tomato,61,29,67,8.1,166,High,10-26-26,53.2,24,67.0
27.3,70,49,Sandy,Groundnut,52,52,46,7.1,268,Low,MOP,44.8,13,74.3
38.0,55,39,Loamy,Groundnut,101,79,68,6.1,326,High,MOP,57.2,8,99.4
37.0,41,30,Red,Rice,64,39,49,7.2,96,High,Urea,88.7,11,74.3
26.6,87,46,Loamy,Pulses,66,55,44,7.5,346,Medium,14-35-14,63.8,13,78.8
21.7,57,47,Black,Cotton,63,71,33,7.8,335,High,Potash,52.8,27,89.5
30.8,59,53,Sandy,Rice,149,32,91,7.8,198,High,DAP,65.9,15,94.8
20.4,40,35,Red,Pulses,107,59,99,7.0,338,High,MOP,48.8,8,71.0
24.2,48,45,Sandy,Cotton,96,35,64,7.7,153,High,Potash,41.1,30,61.7
30.0,89,33,Black,Soybean,109,40,46,6.9,303,Low,MOP,47.2,8,77.7
36.4,48,20,Loamy,Rice,160,69,90,7.1,286,Low,Urea,78.6,9,80.4
20.5,85,69,Clayey,Sugarcane,67,60,60,7.4,326,Medium,Urea,87.8,25,101.8
34.2,42,64,Loamy,Tomato,149,43,69,8.0,273,Low,10-26-26,39.9,35,91.0
33.8,57,22,Black,Sugarcane,65,42,66,8.1,189,Low,Urea,73.0,33,87.8
21.9,74,24,Loamy,Soybean,69,29,77,6.6,313,High,Potash,45.2,13,83.9
30.0,85,23,Loamy,Wheat,121,40,94,8.1,330,High,DAP,85.7,12,67.0
20.4,77,25,Loamy,Groundnut,79,53,68,6.5,145,Low,MOP,32.6,12,87.5
36.0,47,55,Sandy,Pulses,132,65,31,7.9,339,Medium,DAP,74.6,11,87.7
24.1,82,53,Loamy,Sugarcane,151,80,60,8.2,280,Medium,Urea,79.0,24,85.3
34.5,58,30,Sandy,Tomato,63,47,41,5.4,144,Low,NPK,52.3,20,97.5
30.7,85,43,Clayey,Maize,135,45,63,7.6,74,High,10-26-26,38.1,8,92.7
33.1,55,53,Clayey,Pulses,96,71,71,7.4,137,Low,DAP,48.9,20,92.1
28.6,71,54,Clayey,Groundnut,65,64,72,6.9,70,High,14-35-14,40.4,8,88.4
37.0,83,32,Sandy,Soybean,106,78,75,6.6,304,Low,14-35-14,48.9,8,97.2
23.3,64,62,Loamy,Wheat,122,24,60,7.7,302,Low,DAP,57.4,10,110.2
33.5,74,23,Black,Soybean,73,79,50,8.0,102,Medium,MOP,39.6,10,96.6
29.7,87,62,Clayey,Sugarcane,103,59,42,5.5,93,Low,Urea,59.0,30,85.4
27.7,72,39,Sandy,Rice,62,75,96,6.3,173,High,DAP,66.1,9,92.0
25.7,49,59,Red,Maize,139,77,36,7.6,218,Low,DAP,50.7,20,95.6
30.2,75,54,Loamy,Tomato,68,48,72,7.2,69,Medium,10-26-26,36.1,25,93.3
34.5,39,24,Red,Maize,135,39,59,7.3,238,Low,DAP,63.1,12,95.3
23.2,51,27,Black,Tomato,126,65,87,5.4,151,Low,NPK,39.5,30,93.8
32.9,50,21,Clayey,Wheat,150,30,33,6.4,247,Medium,DAP,71.4,9,73.5
36.4,56,57,Red,Soybean,92,79,75,7.4,71,High,14-35-14,46.5,12,82.0
22.2,65,20,Red,Maize,70,38,59,6.5,307,High,DAP,75.9,20,78.6
25.7,78,36,Sandy,Cotton,160,80,43,7.0,66,Low,Potash,26.9,30,84.7
27.5,35,28,Sandy,Tomato,125,71,80,7.1,72,High,NPK,40.5,22,81.2
32.7,44,50,Red,Rice,155,27,73,7.5,80,High,Urea,73.8,14,62.8
27.3,76,46,Black,Maize,109,49,47,6.4,71,Medium,Urea,63.0,17,100.4
36.0,70,65,Loamy,Soybean,103,25,56,7.2,302,Medium,Potash,50.7,19,106.9
28.2,81,55,Sandy,Maize,127,28,91,7.2,243,Medium,NPK,58.1,7,88.3
21.7,65,69,Sandy,Wheat,112,51,94,6.7,148,High,Urea,69.0,17,92.2
29.8,38,30,Sandy,Maize,119,66,67,7.0,345,Low,NPK,58.3,12,105.9
28.4,68,59,Black,Soybean,149,62,66,7.8,74,High,MOP,35.0,10,88.0
20.8,36,30,Red,Tomato,124,34,95,5.5,328,Low,NPK,48.9,27,92.8
28.2,41,38,Sandy,Cotton,129,69,35,6.8,66,High,Potash,35.3,20,76.3
23.6,37,52,Black,Wheat,53,30,88,7.9,345,Low,DAP,66.6,11,90.9
